process_type,energy_consumption_kwh_per_ton,ambient_temperature_c,humidity_percent,equipment_age_years,production_rate_tons_per_hour,renewable_energy_percent,waste_recycling_percent,carbon_footprint_kg_co2e_per_ton
steel,201.9268271316326,33.858194078250385,49.39217592124531,10.857021813123955,3.6635853150283,29.09036819034352,92.60147703128166,365.9871663386625
plastic,161.09422827737052,28.926085456795768,72.73623539546652,3.813651669114598,4.989832182720239,21.3424811420228,93.0122712457755,178.78825038590324
cement,335.4581051156137,28.614109031095335,61.85607499902818,9.507880126888741,2.988018900820976,47.41573791035148,16.872532738280796,546.1791294228638
aluminum,158.97197222484164,31.062795127597916,58.218038066762304,19.685039677002017,2.294709991000489,65.31454985755072,77.85933562368685,299.43455430285115
glass,436.26146216617394,21.519178104037696,43.2144628539329,14.511841116322339,4.142754707628719,27.893278983338348,18.175006842770763,212.43219189961636
cement,360.92198214610966,22.734706926010748,86.20379932420407,3.6128979387738718,2.0347985797261634,9.077881699247126,88.59895755367783,455.1884001058951
plastic,128.72971719317127,34.64336686658871,60.99815347626085,5.955754321777771,4.983141648910659,77.23354810310349,57.4549435566033,166.08207009367803
aluminum,134.91819875362071,20.577427051843635,72.02146979836627,17.086561702527813,4.353459313451416,32.360650169775205,85.46045839468158,326.30067055324633
aluminum,217.5272449527844,33.802668849155566,88.41983020531904,6.394498520011848,1.8741373715497704,38.84910028689813,48.11605215383102,417.3587874021895
glass,150.9211892572519,29.24358442695072,44.23494524980801,7.182594265026086,3.8592113230311087,51.97063192377718,82.18398989200513,133.66045985072913
plastic,278.966334577442,27.726652363717907,45.027709116335046,12.207546103650333,4.905017862237541,38.93937223675641,87.0183969560771,247.32559330335982
aluminum,407.66508659374176,25.052741862103844,64.61423307758155,10.357836182558414,1.3785934450912003,57.796169220920426,33.86565080747275,391.2802819476436
cement,497.54772985880345,24.398890279818858,46.77362050780552,17.78638642305892,3.8647344825383625,76.24574776191625,38.113775896993666,482.4421810737043
glass,307.53161112687724,34.60663167432091,34.52077536036769,6.8082433664564554,1.3590996401765572,21.477988551212547,51.24878931348683,179.64002544219275
steel,468.5075756648743,16.40832261699088,42.53512305692161,13.75172681965696,2.1139105158327376,20.3330919255791,35.09970001560979,452.4167982530832
steel,383.345877989392,28.94031481990536,72.14904503922656,7.830331873175348,1.82116329919022,64.74889243828109,78.85963854773037,368.2917066404632
glass,137.423279080419,16.418818339998552,53.807029632833306,1.9646020897485417,4.48977717027797,2.2093417498963763,59.20351611814249,201.82824013930508
aluminum,259.5191081596071,25.85289269415153,47.192475127697065,12.225831950811205,0.6372511247257224,2.9878550999371534,79.92104765607095,395.16628762626397
cement,422.5410517044149,20.43085831639484,87.91510982344619,9.688038070660843,4.289103837553917,15.550402719589842,44.96508192981768,591.0456411216928
aluminum,336.84345567419297,29.52182667445323,88.55112476775207,10.80970661772271,1.9533041282356067,63.61489558149629,33.02074135727631,352.48713291616474
glass,132.95015344911653,16.617459332343955,55.69886849640646,14.081498114541962,0.7618711797879962,73.21709821011844,47.599939527143874,132.26971680713896
cement,347.08881952297907,20.598677938918858,87.29191683979164,15.020041417219602,2.994593236301303,48.93765969874818,45.666005306362145,482.6023893774829
glass,104.07409151253898,21.837593334328034,35.50794394880651,2.788982777102642,1.901359892260824,78.36084228972068,24.903072940593773,92.83076020325683
steel,393.5139903517599,31.13825954101559,50.77825926536405,9.828802445852617,3.423981571892435,3.844713935762698,90.6773871852678,464.9900532123014
steel,331.63696207140634,25.062725171601755,81.38939047129934,13.515179000759955,1.2332049218664336,5.6454997920343875,64.60563864753684,597.6375374607312
cement,440.2395200997517,27.728071948920224,78.05695768094398,13.866198505276653,3.0801516875237,10.280028258712814,78.95235502256025,658.8264372398924
cement,482.5357537207614,33.107012839121275,41.74746808735779,2.3178647166281436,0.9535010061984199,1.4577460521239782,18.027651664253913,834.4236730701465
aluminum,201.44939669992692,28.114452707614845,53.1237972579339,13.950659710483006,2.03281056258908,20.855562258872247,52.16318361493953,365.68855076847785
aluminum,444.86240608717384,29.701420876077716,78.20885582309091,6.3586568788548234,1.2984779470087526,60.04918013126867,78.58095283771745,372.70099114489847
cement,379.2414898848381,17.55379458844931,45.00098695296628,12.030336234534287,4.402024732443749,44.94933537150189,30.280733082178916,548.5311326929136
aluminum,96.40574097616968,33.05105813359133,60.315142346871426,16.70269185604709,1.940223204637753,71.64185827969604,43.08214269240386,333.4219334380044
plastic,481.34367359743925,31.942862881911797,51.29431142776323,19.179216817402672,3.545464569909365,38.601675971411396,51.90718091060342,368.92795032259323
glass,388.568538246956,30.83158087451697,77.37708856767324,2.732915957925117,2.7248913711616165,4.604700801331543,56.70995499751752,267.7615908834436
glass,381.666000555954,25.91831540329978,72.34988903272168,19.404386935508562,3.5961350457876757,66.9571099389899,83.68383995142152,159.60392388853688
steel,228.49322087941334,32.837938175535534,38.796289301521526,10.753197205155464,1.549526325910375,46.504433378142586,83.36677436906533,400.5651016474973
plastic,156.50833715693545,33.153874126970926,65.51332432927705,7.654146687305957,3.6868153801243992,38.53335903712923,42.12894516039163,208.8427045937031
aluminum,100.03886703776811,24.852502085817182,30.681218686045145,9.9045521978884,0.7533647405682681,9.505433301445754,19.989730976053913,457.070774274511
cement,384.89524562448406,28.620788541938182,44.2503882775482,8.604234964568473,2.6497170089610247,6.631305735468338,54.91146031026278,681.8534810554962
glass,486.44547201843756,15.863198239011522,83.46858682188426,11.026321072639698,4.968341582536851,5.903725178831909,57.07761417411227,224.69501902384118
plastic,83.94554619039617,18.32430863818506,43.00854639518947,6.595384989949167,4.981241187632168,55.75400446910518,42.657155667233695,162.71443104880362
steel,477.6851678344514,32.80527567781833,57.33940516714277,12.782519358229198,1.748215323415097,15.049692777900905,49.41436441989848,650.6245045751884
steel,153.22763556722737,20.31875849928478,51.620705712316095,5.939047394230991,2.5395838107297397,2.585276088772037,33.77989810936039,507.030089884066
glass,109.93330635068736,16.524007591983263,86.43190962812301,8.916142097031106,3.1152317953137185,73.53412414684476,17.033615703001022,110.28354371069034
steel,298.2145426448315,18.29668522274002,54.67530699512214,15.774443390969285,2.661665368398596,78.82288405324034,42.02281244472496,313.8361076090752
aluminum,428.9535154110689,31.766574094222758,58.12158958769822,8.881570544415638,1.7303318236881782,4.510039732074169,83.50140198167952,513.3962691857442
cement,290.4558237632584,29.998214989399436,84.78994513545857,12.117841114183967,3.767543798323316,60.56649616339647,42.11729668844185,448.64743838006376
cement,479.32296226642507,27.123492689017603,43.71856833020776,13.762313003711277,3.2815770820605312,28.653017442627238,19.652395336968468,646.47566609626
steel,274.1743339906518,24.52421393578028,79.88228940375006,6.8477675556499396,4.173735808458781,77.43790123518585,17.51469898607996,360.10405301549724
glass,329.1392981090591,29.08159536198447,42.777849690534644,3.5910580361486257,0.5654509955054687,28.047004704527758,60.14300338264381,221.53133328806103
aluminum,90.95094097309862,29.527940653004563,62.846778413946694,9.567298500905984,4.597120752814728,23.83675612335604,54.50619346127595,370.6121725711347
steel,466.96443132267245,24.842325861590766,45.4946632979375,9.723579368526964,4.910146588784647,39.40944751942957,37.9438868744382,508.9712089951464
aluminum,310.84247051228226,21.8312642091309,62.2358050028442,9.742264020687868,3.1314474767711915,32.02403911282251,69.3017437642392,360.0915200014133
cement,453.5547844577053,24.479232805257446,70.05346431126162,4.274077552830967,1.3653005846390185,3.269489301318309,24.359480361133986,630.9806192370528
plastic,206.42864651720757,15.636093629703304,62.922918552444514,11.154046570917938,2.1019616792239377,71.53738103167406,20.94361385546973,165.5154751551267
steel,409.73467950906917,27.558007789818156,34.905541916932314,17.59799385802877,4.643925802393159,4.8862367883891,33.53460009251232,572.6803634297473
cement,88.03265345630686,26.94556164510861,89.1754197520089,11.195222273759319,4.658187915983449,18.889322649392348,74.59620975969477,523.8936778120536
steel,66.50744130076906,20.048738886880415,72.80097515307315,18.008929916056786,2.8025484895204977,42.569078821225254,19.109620963880964,432.6521789596175
steel,209.36600185690645,22.94327665008165,36.292149991948854,15.010698915782562,1.3202774531418113,45.117207361506914,81.46034879962414,353.50321308684437
cement,450.7372763329527,26.871849071080973,70.74613914866939,15.994253533539428,2.7429898951807576,6.953623046993895,55.654056054576564,662.2335108125721
steel,300.98401967769684,26.73070869321518,63.86751255135847,8.196679893074498,2.0185107524236314,71.97179177160098,61.64219389495369,324.20736484959605
glass,470.16132069194356,15.150687262681494,43.51996786275169,7.9417795738070955,2.6951441036393207,68.0654014268917,17.47044808591223,134.92630692448049
cement,86.10518554773898,25.490227791405093,54.62380961937969,19.66519372126352,1.0041750597562356,31.828447923659333,92.40498682840635,441.93991249158057
cement,270.83695066645305,29.457921932435514,79.25168838920115,14.650688145894518,2.9076652942020975,38.12955873011296,81.2795174897231,498.7744554207359
glass,134.1696868508855,21.473584728084873,55.526186316985005,10.644597195004646,1.590843795867861,9.186945979136283,61.90270360753877,189.36764214944105
aluminum,469.40645401562034,21.412843843190288,65.63298585347393,8.015379148688027,2.5442058749859484,43.88824943505226,56.65836829056307,306.1023102660225
steel,195.05923023862533,31.1974889170927,45.27843928582583,13.948551722254656,3.9210253695035897,47.651099248627546,50.08397602676346,331.808183839742
cement,432.8273570074046,29.919490510974363,54.51109757615501,18.72582327489914,4.959182644058258,16.40014480425898,42.234429721923036,661.4265069047781
cement,383.5042921805266,26.489462263598238,80.50972660549633,3.6556751558995004,4.078702903369505,16.130185603819562,23.910755143584883,630.4872562851917
aluminum,335.1913536740798,33.157322609250315,48.97179493778968,12.177826840106077,3.5734192853770956,36.15588810392314,70.6715086627027,364.7634041904274
aluminum,330.84569488182694,25.79562123829266,56.324680523300344,11.972239147216388,2.0991310331827817,31.318568816120155,55.20788577349479,308.5378098346681
aluminum,332.46862388213805,21.698112293141723,38.35632435980324,16.086478596135624,3.2903274016783106,42.67688735810572,85.9808695593314,363.6432978539234
plastic,498.9616771657295,30.048062400776452,72.41882767460754,15.79286684196427,1.1440759349681133,16.36356745355706,70.6954469890072,421.50698870097375
glass,99.78428162984325,31.929045834690363,37.649319739918944,8.548458520646978,4.087829146007991,11.993394187901902,29.486368594774525,192.1265449859648
plastic,397.3468912692103,15.24406144636089,65.90656207231362,11.744658599136503,3.722805836298285,47.92234918218612,80.27790036377166,199.32711476529536
steel,476.2775028253169,18.067028062321604,65.17378992100782,10.611884898804854,3.2515440594559153,1.4488147056672407,84.13053226025288,501.0134170840877
plastic,95.99569890133981,33.375010445214926,77.4050782274452,1.4374294909651129,3.4311524494471075,61.69973348157904,41.82700642623587,161.99666858173453
plastic,106.09820654147008,33.416837652347446,82.1937817237277,10.85792308539537,3.1607394608521817,31.92021630961042,14.654739299872663,266.4168754591466
cement,142.51091376903688,30.755797774289846,66.22329190380833,3.171078701058067,2.3652706289163246,69.08145124903656,88.45161970287121,236.45701901335684
aluminum,253.49807340041323,19.49209645879964,57.1463709679616,3.6762833872161975,1.293741439278005,39.869421819158376,45.60866320788657,224.32127970287303
cement,213.0772546024849,26.61176700556087,67.93585727517183,1.2487946751783392,3.4859181740751977,14.242877349580114,91.69097698490368,370.58115017253283
plastic,290.7813735201464,18.689257428377122,47.97575470598862,6.888801599103608,2.2879315195591907,34.14311242693995,77.9814718763129,171.80760075359515
glass,331.23919417297355,22.554518948803384,80.19388879753998,12.161618480447412,1.823201056494372,57.124735983186255,54.850057062306796,146.49451890817963
aluminum,119.85811066882063,18.63856260990542,81.70713726081104,18.97619378053902,2.1798919232588885,21.659573851484303,64.73996117531634,472.5023313126607
plastic,410.3373971687545,34.57862871231922,80.38733156739423,17.472881440218945,2.335930229141801,44.13780762074718,31.580527943680863,352.94229840653344
cement,409.9622384179352,18.570893241086672,69.16476647111247,5.525472839887804,0.9474862674170532,19.453775279956325,71.39268920773102,435.7640145657347
aluminum,483.1921933496936,33.888194511545464,38.46491092666281,8.721453857196918,1.9579552749805984,6.954001196027946,63.825465867431646,523.142462824857
glass,444.39983414388223,27.858511272285064,72.23676810831057,18.301856067265774,3.31142571969463,26.869268571986808,80.13412317092609,238.34279522297695
aluminum,315.6327241316635,20.361272816457525,67.44893447094805,8.778821391633567,2.984212313833911,34.890122330825335,35.029589561063005,415.19118447018946
cement,268.1502652176558,25.249153117638432,74.50121665371994,14.278071210057185,2.3114751961864126,17.44184859952692,64.82960426039301,558.9909885395354
plastic,109.52429500639867,33.01144602472772,71.47331145657927,13.980493272464146,4.2016274416025325,42.372934292406484,79.27962641420885,192.2942321016465
glass,343.1391747583389,31.594836074144034,42.3852763056362,1.2089207445111292,1.1159853353096327,72.0014913478484,84.2806565928138,119.59939834656196
steel,320.232587195144,28.30073349092511,40.522276717406974,18.373826972574236,2.384467362014329,30.651082259959797,54.10800494904119,492.51513270847056
plastic,396.9436664909653,16.36499410708183,80.22473944218177,9.306674530787626,4.6198115478136135,57.72262888975245,61.884396695676394,206.70936174098765
steel,228.49221787342444,34.081738730792665,38.100076645272416,10.191343896715843,1.714600500764877,43.18742231265547,23.771179620784693,475.22203571245785
aluminum,318.5792820126001,21.684877816339217,76.25473222474932,3.0253668095416644,0.8381200178111394,58.255100496288264,52.11676187752687,313.5371536693612
aluminum,319.22872622066956,24.193630255222622,34.556004622177326,2.4775415375001844,0.5105272578160022,77.41595105656691,10.446574577462718,302.045505502321
aluminum,462.79110895800926,17.736372618379228,87.01424122924814,9.474109686201158,1.3330981797737884,43.35207579026865,84.2003960494947,321.5334722011812
glass,391.56613049248244,29.48206658546277,68.23389478736921,19.630959203419774,4.565137156862113,51.73319352937307,68.9198929738386,204.33443880191734
steel,314.718690636469,34.9870699913167,63.34839488623078,9.990992243545335,1.9078468542751439,9.641806302917155,72.13701207395394,500.6218038321939
aluminum,465.9782879194387,34.42116490330736,86.65598934680604,10.010070116491812,4.379191929451911,67.56395188280563,37.12354022567673,345.67495405243784
plastic,266.4778477298389,32.69996713046562,61.81590795809401,9.37961107321507,2.3201845235683285,45.794220754677255,78.33804324907629,227.16064357846793
plastic,405.8254241775336,21.3750500586414,67.55348258622055,17.833577216487555,3.2713843468203705,18.636757980290703,12.074066432305731,377.35658654257435
aluminum,81.51336758636197,15.189708672569962,33.161030158633714,2.6823248016587447,0.669185479428174,38.38250614852038,59.36436261432286,271.0474685750357
plastic,492.8375611396828,30.365468277290365,55.066006930040025,9.005783043264334,3.8191203571500116,19.102171661464187,19.390299616168548,309.70251662269345
plastic,371.99899185540886,26.782170689417896,46.63593874180641,18.29644293909315,0.7029530474914543,8.757407894329212,43.28856194593026,354.00100777397927
plastic,148.21424953927888,33.99922367900451,77.18070086493313,2.698809043932931,2.379113491032178,70.32946460497317,90.30222189476987,177.03630185562508
cement,384.50877030213087,16.29972818965788,54.094814185529245,16.918688970381663,1.5375613811225854,66.45140142004996,20.228794772974656,464.34262285847177
aluminum,129.43761440247872,19.409724181403508,41.18629572865527,15.812104997768312,2.0755636662502854,4.627414125071709,92.37372356196896,368.83192187959463
cement,119.25315785293478,31.316662499812356,43.46643431019964,5.252534681629839,2.916384903020361,47.43519478733625,59.30732766621395,341.2398900881259
steel,255.8444439981683,22.823395321607595,46.377562491378896,10.056859738277,0.6996949858995655,68.17548266776062,13.01090131557633,427.32254759366987
aluminum,89.14404196013456,23.169064261413972,52.36131102073884,5.935321891446198,3.755390511598632,39.67005880630167,16.888928352150074,301.7022831184425
plastic,99.26098702450425,32.88959861936135,89.48852010870289,2.168823498545466,4.473078211118576,41.28632163548933,87.0536661527893,199.37010899917092
aluminum,439.0217961383068,29.678198379074033,61.275618730824895,17.495055276979393,1.6037848951490055,12.587252776202078,23.634008953056128,679.5176421251647
glass,426.6559977636524,28.949429233385672,70.80844630561802,12.753616186088502,3.8872248780093854,12.688408423445896,84.87401453190891,215.89368497051322
aluminum,152.88132268621558,33.17402618538736,30.067206688806568,11.567452965755383,3.904861117032206,20.695066455832638,26.41629348991991,415.53676994117257
glass,327.617113269084,34.62372356054847,67.9088116210001,5.936268040219036,3.353025663948251,43.198830377268436,76.2868585878472,171.46639929139187
steel,244.50835275163053,31.802430054824377,53.5290726867118,4.4104491450528345,3.8916447532273364,63.104558549659544,24.769045401143178,346.4912318825507
plastic,80.52667659732735,21.019271338936324,72.4903253187169,2.279661427906662,3.11976707079323,27.67064455623654,62.777819010235554,164.9194924594187
glass,222.62551718252982,16.31252289148026,79.29077684444646,8.064837055535767,4.184535395106922,20.200699975070577,10.08750578687884,207.98198821174907
steel,173.13199982674965,34.94249000315422,55.57087813415838,9.576353462263834,1.2363071953625113,63.58476389999435,68.96298919142654,377.4019412061393
aluminum,440.6244451395318,34.26473306880264,31.878138824850975,14.894131272500026,4.592860299265182,68.5888073673999,91.98424014296772,343.2770911320671
aluminum,173.3968410569015,34.67955295919656,54.560040378902585,17.987884869903553,1.5347957265098877,17.048376322006664,12.646397045183466,475.42077048744125
plastic,262.9444580112007,34.363868558294435,41.13153094218727,17.503840191156605,3.994685837562838,61.67374757152416,81.80657438993545,238.1668522411447
plastic,58.03785161524372,30.93595655728055,47.65007840060868,18.32488466423831,4.853800686262,14.836709974132347,49.27826971508115,227.16738116474085
cement,140.2361270151515,24.83189093482874,33.85253622450804,12.057456636373576,1.7104703199579396,63.80472805097505,36.38076650850377,405.34188531998535
glass,117.3112892004046,24.2919719327162,70.82739758155952,8.515356593719405,4.886149333418104,57.751010234154805,65.84362789298191,129.2049857096923
aluminum,97.21858028817869,19.84090031725055,89.19975559602878,3.707415315128751,2.744996690531102,49.452458745449526,69.70952249624884,247.75090888349655
steel,399.11213110683025,33.82475008464773,34.34497632878049,11.150601913552457,4.4714006861882005,6.600682755233702,80.08369398623087,434.8445752030766
steel,360.2592361117696,31.011733982181656,42.009014654688606,4.182169062922325,0.9705552815048011,50.914419963490936,70.0504367513866,332.2806425278055
cement,471.2955108096604,16.03942567302945,62.47778011806423,14.472149869567412,4.419361056857385,57.12695457059422,78.1468870609323,463.9313880926407
aluminum,452.66749522723745,25.951847523074726,79.03786619774962,9.594047405847702,3.3960996283843623,42.11221287488905,72.1851093492032,354.70244521539036
aluminum,376.17195194332623,26.865572966203572,69.01765115240724,10.106299642949459,3.2708390987400926,26.321395025172976,49.96552037921653,453.65423192144704
glass,346.41849897539424,24.96391432906278,63.321813056257874,14.664833787173013,1.5280463359908443,79.70671328453935,92.85741878247657,135.04785560316932
aluminum,86.68692029859201,23.065227222476636,43.2336674953394,8.949595984685402,1.416102261540092,67.23619250215468,24.80643360915156,264.5241864031414
plastic,332.9441681926753,29.707005973315052,76.06343328400682,10.592052755967337,2.9448523551347976,41.119669424697996,59.98496213765673,268.98519820937804
steel,376.3659471868114,24.733378828494057,82.40539428489964,18.11333541621391,2.397744170930549,22.146223778804128,60.34977793043579,647.4493482330283
cement,109.20545830726691,29.31649929364177,84.54195123993847,4.413979068534598,1.5689449621574494,77.71160752333117,25.38304098030663,398.9813071734579
glass,81.10975378397875,23.74330777633653,35.84360355321313,8.69539518252611,3.1681327992430184,46.35319194748006,66.32280871570723,127.68819654100105
cement,486.2355450508794,20.16266865402255,69.40419987247753,7.178611220269203,3.980629065589703,10.469892857467986,92.4347888316763,459.8667950530598
aluminum,447.66935134733865,23.84048747565715,49.853361779350315,9.526773902796657,3.5122568065671262,11.660525459580136,48.201875993167704,483.70869682679336
cement,125.16885855542743,18.35238432576635,32.20028561601258,14.99163828624717,3.4871203742981227,37.97047005998511,81.75448816238176,356.4801468374519
plastic,250.8658909306635,32.284323553483375,63.48841497563177,11.258210950542038,0.6538449467262117,78.93543842857292,20.452518725018273,211.17903823585613
glass,470.2437578875572,21.32312209953501,60.43408852130355,1.7898843219574498,1.1675444043293999,78.93040983670775,92.03508919706387,119.42819575909762
aluminum,57.82090558346584,21.46261314140557,88.38586488422078,12.022132364213894,1.6440106095387197,41.73840373089705,39.1255464902778,291.4263686491572
glass,114.59406291772679,33.79639583853684,73.9739351004805,4.085255998584097,1.3475708769452064,58.46635798967011,23.273926807334785,159.8339974207594
glass,483.5060747691796,20.10613049456864,69.69794102226881,19.593994460610077,2.184335452129067,1.401279268964979,30.752519685901813,318.56020770634484
cement,63.67417686357659,33.61897391013956,71.37160506189366,13.853754329767684,1.4705381857897273,52.71083761861257,43.478474480603474,461.1454389446226
glass,309.7333565202867,21.97147334483941,39.55724671456831,12.494124531120276,1.9315019912815377,69.31509340221163,94.43363967548342,116.95725294996286
cement,99.09933429458738,28.010232955834315,75.91145187334709,18.587821786733524,2.4717755588539445,72.11005196707555,84.62074851851284,348.83236118576156
aluminum,441.005281493257,22.51344503763453,47.812156473616845,13.332418517093469,1.9777155254828647,50.416699866331534,61.83570346738904,291.2238336608885
glass,251.9121301801388,19.75088261748655,52.39510749776041,5.318122917999878,0.8293816569579964,48.275887470510234,66.79808787717639,159.1121451852911
steel,391.7049475652897,25.00890618261483,62.5418198987843,19.07809263365383,4.312253126176584,73.1389212761176,79.17013450716485,302.75455389010466
plastic,323.55729175705005,30.297665230842565,78.7791443229656,14.644338448303394,4.799856631797206,1.4586066141089304,26.64112878310142,391.78278777666
glass,454.1137470274941,19.869645931525987,85.6220726877784,2.1450804155016563,4.704962120624814,28.129814979170753,18.620770418183405,172.8340571487351
plastic,351.54321557492375,33.59211754843979,61.93561280034241,12.037709011993156,0.9033185261972395,57.41086287269036,43.991942578353274,273.8768338602755
glass,236.09709568640818,17.43772186673895,40.86896097208082,13.941239225334673,1.3164725646303213,42.01307069336481,70.26893224640678,156.79284288076897
steel,462.9886201271198,23.490548503927236,35.22233775525952,16.499224226581337,2.1807935736727444,42.11993553230248,19.54586927495363,502.2092513347419
glass,320.725319065849,31.383777188535802,83.05238780090447,5.333515667029717,1.45420177958702,48.87847910807934,44.9374199335699,163.51292326165665
glass,185.92722582565779,29.63916135171269,81.07045565116624,13.757068721081675,4.142884890957988,61.332490816032475,22.724837276341407,168.48747813341697
steel,118.8427103728532,19.704711696039695,82.15557747906315,9.984947347030461,2.909111458291974,14.27567721822177,36.54310181414766,406.3700418850123
aluminum,154.37619325218895,22.81811991811029,65.66858011117039,10.438570318324219,4.945034840966993,10.91518020453865,69.08728709404548,321.81696995664777
aluminum,249.2226350507872,23.91581829154458,73.47101108391709,1.3006007435460663,2.0349051101339923,65.49656456953862,61.27364986813664,261.61438226776653
glass,85.73871604504397,16.71316499192861,83.6514524798471,4.645479169656115,1.9551720295198434,18.13251217815904,40.17468599571467,153.43439877274494
plastic,249.08447141630128,31.63726226502844,70.17615696803772,2.3287005084792485,3.380757007226747,21.691794920014786,60.38901929054093,207.5613223683898
steel,199.85086087618907,28.3897391039638,89.64836167327005,13.574944607138194,3.0100253781651123,58.45204081913969,49.54247704411604,426.591475462442
plastic,89.94532734849581,34.23331471909626,68.09760273546199,15.341918578876108,1.267150721782629,32.758228240416315,45.92857463867611,207.05313678774456
plastic,488.374082882607,15.40052711851649,74.23081350043458,15.60339629098166,1.5964552222873998,53.72467548904298,17.898977272248143,281.54753934671317
steel,404.55589473151923,32.29372384067081,66.50918475958747,10.629930204589169,1.2168680927854114,5.048722646332013,20.00016742025248,664.7952167474206
cement,89.43923604372733,33.73915646062126,63.22813444274258,6.8049619025024475,2.2864168268342753,35.77620324038685,61.05051833565247,365.34335377512866
aluminum,403.8241805406925,26.491747646355332,63.994521730285115,8.429812498105314,2.7551884963190436,31.774302194336883,55.87727259459514,458.63047891808975
steel,440.6255105483527,31.118508002352424,77.40182617842368,6.788903642862775,0.8641367737306348,32.23841430121291,24.74958377385324,667.9094358111995
steel,150.62649552334005,34.146457757891746,64.38248573585096,18.72188406904884,3.0882350772348124,38.34835521102814,36.66685375149817,448.35907641717074
glass,192.88915154453167,34.05595055202589,79.5120460449341,13.659830830865754,1.0479286000637367,38.258721843845784,53.019142161973825,216.3488547534089
plastic,85.98442746168587,30.534472609433855,37.322103127463706,12.29152426067372,4.714021282476472,70.0884154078434,33.608973018687195,181.6475046604273
aluminum,223.9073785216162,26.28882181357765,41.50694733551163,5.023351662644089,2.6807071415848913,60.340283547509046,62.65730886964495,248.14610881328582
cement,243.65172987901454,18.41329517099997,34.477788860224905,15.871224774138835,1.6942433413468756,14.221311028099857,68.78753472339214,571.6246686581542
cement,154.69049235320645,19.416052595712785,40.42515573973767,13.45874977867147,4.316071483622306,57.9453975741329,77.32795886964617,366.18937547360366
glass,209.40630820014854,25.510092439372798,58.898090792091736,4.360855757733233,2.2418544215103386,77.10578203858807,31.129321905770077,124.50992412937703
glass,392.1304204049608,17.74219411457998,62.1186078871555,5.088835568327513,0.5545434858975198,19.29611660796332,92.94926916735457,158.0847231654795
steel,79.07750592983876,15.852664185740654,52.284514059008444,6.051171596431956,3.407405555581286,39.94670679828946,32.611638630457364,299.79579885189156
steel,264.20815821594493,22.517765702915387,53.66857671420212,9.729488599713747,4.0325744472667555,71.36677511521876,91.2034483528339,276.33938815288013
cement,346.4114657933496,33.85662282826523,78.53300769817969,2.451920329322977,1.7571547127062237,74.4255107870259,31.509966788066688,447.48731707889584
steel,223.85700943174197,24.002488648395193,43.61788166192185,17.89842740644804,2.5277884552839107,70.59675523648798,18.983945792033296,414.55358970294975
plastic,280.4998643657035,28.604555584167066,32.50037403614306,2.6110483048702613,3.7234552462820703,5.766746879893869,16.05682186004698,258.1243846725079
plastic,207.3664533856323,30.493070623623638,69.68223666422486,4.518715789481891,1.2834920090033797,7.871651977071785,66.12573117461375,288.6490975889199
steel,59.42523246391077,16.643433349528546,88.07160209070183,6.613450772070985,3.9615041652716014,49.9730855083411,42.46486937049615,289.12512735550905
plastic,398.58520128700457,27.878085070822614,61.8181279949495,1.797073245201089,4.858199499174727,63.89713533236596,34.889873119582006,200.42931926909952
